nome,cpf,idade,endereco,bairro,estado,data
Nome Inválido,CPF Inválido,22.0,"campo da costa, 719",olaria,GO,2002-06-04
Nome Inválido,CPF Inválido,,"quadra de monteiro, 43",novo das industrias,CE,
Nome Inválido,CPF Inválido,38.0,estrada pereira,vila batik,PE,1986-03-01
Nome Inválido,CPF Inválido,78.0,"lagoa de da rocha, 60",jardim atlântico,PI,1946-07-07
Nome Inválido,CPF Inválido,,"parque alícia cavalcanti, 234",vila piratininga,CE,
Nome Inválido,CPF Inválido,,"largo de duarte, 24",barro preto,BA,
Nome Inválido,CPF Inválido,26.0,"campo enrico lima, 20",trevo,TO,1998-02-04
Nome Inválido,CPF Inválido,99.0,"favela martins, 7",barão homem de melo 2ª seção,ES,1925-10-06
Nome Inválido,CPF Inválido,29.0,"ladeira barros, 84",xodo-marize,AP,1995-07-06
Nome Inválido,CPF Inválido,39.0,"jardim silveira, 35",dona clara,RR,1985-10-12
Nome Inválido,CPF Inválido,,"viaduto evelyn ribeiro, 56",dom silverio,MG,
Nome Inválido,CPF Inválido,,"campo de farias, 77",paulo vi,AM,
Nome Inválido,CPF Inválido,,"loteamento alice freitas, 3",santa lúcia,AL,
Nome Inválido,CPF Inválido,19.0,"trecho alícia monteiro, 61",são jorge 3ª seção,AL,2005-09-08
Nome Inválido,CPF Inválido,83.0,"alameda pinto, 59",cinquentenário,MT,1941-07-05
Nome Inválido,CPF Inválido,,"condomínio larissa teixeira, 216",olhos d'água,BA,
Nome Inválido,CPF Inválido,,"vale de da mata, 75",bela vitoria,TO,
Nome Inválido,CPF Inválido,72.0,trevo beatriz cardoso,prado,AP,1952-11-09
Nome Inválido,CPF Inválido,66.0,"feira souza, 65",santa helena,AL,1958-04-08
Nome Inválido,CPF Inválido,,"fazenda luiza campos, 62",horto,GO,
Nome Inválido,CPF Inválido,,"loteamento de gomes, 86",liberdade,RS,
Nome Inválido,CPF Inválido,,"condomínio marina costela, 29",morro dos macacos,RR,
Nome Inválido,CPF Inválido,,"feira letícia nascimento, 5",unidas,MA,
Nome Inválido,CPF Inválido,,"aeroporto de ribeiro, 57",coração de jesus,MT,
Nome Inválido,CPF Inválido,,"feira moura, 2",das industrias i,PB,
Nome Inválido,CPF Inválido,77.0,"favela peixoto, 76",mangueiras,PE,1947-04-10
Nome Inválido,CPF Inválido,20.0,"distrito rezende, 61",jardim américa,MT,2004-02-08
Nome Inválido,CPF Inválido,60.0,"favela caldeira, 98",maria helena,DF,1964-03-10
Nome Inválido,CPF Inválido,,"chácara campos, 423",vila são geraldo,MG,
Nome Inválido,CPF Inválido,,"parque alves, 70",flavio de oliveira,RN,
Nome Inválido,CPF Inválido,,sítio luiz gustavo cunha,nova vista,RJ,
Nome Inválido,CPF Inválido,,"viela yago oliveira, 70",serrano,RN,
Nome Inválido,CPF Inválido,,"alameda joão fernandes, 25",estrela do oriente,GO,
Nome Inválido,CPF Inválido,,"trevo de rezende, 83",coqueiros,AL,
Nome Inválido,CPF Inválido,,"área de gonçalves, 31",vila real 2ª seção,RR,
Nome Inválido,CPF Inválido,41.0,"aeroporto de gomes, 936",vila santo antônio,MT,1983-09-08
Nome Inválido,CPF Inválido,,"trevo correia, 72",olhos d'água,RN,
Nome Inválido,CPF Inválido,,"viaduto vitor gabriel ferreira, 32",minas brasil,GO,
Nome Inválido,CPF Inválido,40.0,"alameda teixeira, 9",vila são joão batista,AL,1984-09-05
Nome Inválido,CPF Inválido,90.0,"pátio de nunes, 3",vila nova dos milionarios,CE,1934-08-06
Nome Inválido,CPF Inválido,,campo de da paz,nova vista,PE,
Nome Inválido,CPF Inválido,,"trevo marcos vinicius jesus, 4",alpes,AL,
Nome Inválido,CPF Inválido,,"parque de teixeira, 132",vila de sá,AM,
Nome Inválido,CPF Inválido,33.0,"área lima, 7",vila são francisco,PI,1991-12-06
Nome Inválido,CPF Inválido,,"trecho pires, 10",nazare,MS,
Nome Inválido,CPF Inválido,,pátio de da rosa,glória,SE,
Nome Inválido,CPF Inválido,,avenida emilly pereira,distrito industrial do jatoba,AL,
Nome Inválido,CPF Inválido,30.0,quadra costa,bonsucesso,MA,1994-08-05
Nome Inválido,CPF Inválido,58.0,"vale rezende, 20",juliana,AL,1966-07-07
Nome Inválido,CPF Inválido,,"sítio nascimento, 64",são lucas,MG,
Nome Inválido,CPF Inválido,,"estrada eduardo porto, 85",boa vista,MA,
Nome Inválido,CPF Inválido,85.0,"estação da cruz, 13",primeiro de maio,PI,1939-05-02
Nome Inválido,CPF Inválido,24.0,"distrito clara viana, 41",lajedo,CE,2000-07-10
Nome Inválido,CPF Inválido,,"viela de das neves, 139",novo glória,DF,
Nome Inválido,CPF Inválido,72.0,"travessa de barros, 4",santa helena,PB,1952-12-03
Nome Inválido,CPF Inválido,92.0,"viela viana, 95",santa rita de cássia,CE,1932-05-03
Nome Inválido,CPF Inválido,,"feira vieira, 28",vila são dimas,SC,
Nome Inválido,CPF Inválido,,"rodovia cardoso, 377",santa cecilia,MT,
Nome Inválido,CPF Inválido,,"praia almeida, 6",beira linha,AM,
Nome Inválido,CPF Inválido,36.0,"aeroporto de da rocha, 27",união,MS,1988-03-06
Nome Inválido,CPF Inválido,,"rodovia laís nunes, 50",vila madre gertrudes 2ª seção,RR,
Nome Inválido,CPF Inválido,,"rodovia de souza, 416",conjunto são francisco de assis,PI,
Nome Inválido,CPF Inválido,,"praia costa, 3",vila santo antônio barroquinha,AC,
Nome Inválido,CPF Inválido,74.0,via porto,conjunto capitão eduardo,PR,1950-09-03
Nome Inválido,CPF Inválido,64.0,"campo cauã freitas, 66",xangri-lá,PB,1961-01-08
Nome Inválido,CPF Inválido,,"condomínio cunha, 74",camponesa 2ª seção,PA,
Nome Inválido,CPF Inválido,70.0,núcleo pietro barros,vila piratininga,PE,1954-08-08
Nome Inválido,CPF Inválido,,"aeroporto melo, 31",conjunto celso machado,AC,
Nome Inválido,CPF Inválido,,"condomínio de lima, 66",mirtes,GO,
Nome Inválido,CPF Inválido,,"pátio davi lucca viana, 6",gameleira,PA,
Nome Inválido,CPF Inválido,,"feira gonçalves, 4",vila paquetá,AP,
Nome Inválido,CPF Inválido,,núcleo viana,conjunto jatoba,RN,
Nome Inválido,CPF Inválido,26.0,"feira de oliveira, 1",mariquinhas,RN,1998-10-02
Nome Inválido,CPF Inválido,55.0,"campo araújo, 10",tiradentes,GO,1969-02-04
Nome Inválido,CPF Inválido,,lagoa ana sophia oliveira,pedreira padro lopes,RN,
Nome Inválido,CPF Inválido,,"jardim sales, 42",conjunto minas caixa,RO,
Nome Inválido,CPF Inválido,,"morro aragão, 796",estrela,MT,
Nome Inválido,CPF Inválido,74.0,"aeroporto pietro oliveira, 4",parque são josé,RR,1950-09-04
Nome Inválido,CPF Inválido,85.0,"rodovia pedro henrique santos, 46",lagoa,AL,1939-06-06
Nome Inválido,CPF Inválido,,"praia ferreira, 17",heliopolis,RJ,
Nome Inválido,CPF Inválido,,"vila de farias, 46",minas caixa,AL,
Nome Inválido,CPF Inválido,77.0,"campo yasmin moreira, 49",funcionários,AP,1947-10-08
Nome Inválido,CPF Inválido,81.0,"avenida lavínia castro, 46",marieta 2ª seção,SP,1943-08-03
Nome Inválido,CPF Inválido,,condomínio levi almeida,vila nova cachoeirinha 3ª seção,AM,
Nome Inválido,CPF Inválido,,"viela isis gomes, 43",petropolis,AP,
Nome Inválido,CPF Inválido,,"jardim luiz felipe duarte, 1",bela vitoria,RR,
Nome Inválido,CPF Inválido,,"jardim almeida, 48",belvedere,MS,
Nome Inválido,CPF Inválido,,"pátio de ribeiro, 16",pindura saia,RJ,
Nome Inválido,CPF Inválido,,"ladeira mariane santos, 7",distrito industrial do jatoba,SE,
Nome Inválido,CPF Inválido,83.0,"vila silveira, 86",gameleira,PB,1941-04-11
Nome Inválido,CPF Inválido,61.0,"ladeira duarte, 35",urca,MT,1963-08-05
Nome Inválido,CPF Inválido,,"viaduto de novaes, 952",dom cabral,SP,
Nome Inválido,CPF Inválido,,"aeroporto isaac da conceição, 1",vila jardim montanhes,MT,
Nome Inválido,CPF Inválido,,"fazenda de porto, 4",santa lúcia,PR,
Nome Inválido,CPF Inválido,,"distrito de moraes, 56",alto vera cruz,AP,
Nome Inválido,CPF Inválido,,"jardim novaes, 13",sion,RO,
Nome Inválido,CPF Inválido,,"ladeira de da conceição, 76",venda nova,TO,
Nome Inválido,CPF Inválido,,"passarela de porto, 65",pousada santo antonio,PI,
Nome Inválido,CPF Inválido,,"travessa de farias, 9",esplanada,RS,
Nome Inválido,CPF Inválido,,"parque da luz, 3",grajaú,RR,
Nome Inválido,CPF Inválido,,"parque de silveira, 6",são jorge 3ª seção,MS,
Nome Inválido,CPF Inválido,,"campo santos, 714",alto barroca,RJ,
Nome Inválido,CPF Inválido,,"área de moreira, 82",das industrias i,DF,
Nome Inválido,CPF Inválido,31.0,viela kamilly cunha,vista do sol,SP,1993-08-07
Nome Inválido,CPF Inválido,42.0,"campo de da cruz, 22",conjunto são francisco de assis,SC,1982-04-09
Nome Inválido,CPF Inválido,,rodovia cunha,das industrias i,MA,
Nome Inválido,CPF Inválido,,"passarela joão pedro nunes, 6",vila oeste,DF,
Nome Inválido,CPF Inválido,75.0,"estação alves, 8",vila petropolis,PE,1950-01-10
Nome Inválido,CPF Inválido,56.0,"viela da costa, 16",canadá,MA,1968-05-07
Nome Inválido,CPF Inválido,90.0,"vale nogueira, 8",bela vitoria,CE,1934-12-11
Nome Inválido,CPF Inválido,45.0,"parque helena pires, 852",vila jardim são josé,AL,1979-06-09
Nome Inválido,CPF Inválido,,"vereda da mota, 37",vila da luz,SE,
Nome Inválido,CPF Inválido,,"praia bryan martins, 8",santa amelia,SE,
Nome Inválido,CPF Inválido,,"largo maysa cavalcanti, 6",vila satélite,AP,
Nome Inválido,CPF Inválido,,"alameda de campos, 32",vila são rafael,AL,
Nome Inválido,CPF Inválido,89.0,"jardim de lima, 1",das industrias i,MT,1935-10-07
Nome Inválido,CPF Inválido,,aeroporto noah jesus,diamante,BA,
Nome Inválido,CPF Inválido,97.0,"feira jesus, 20",aparecida 7ª seção,DF,1927-02-01
Nome Inválido,CPF Inválido,,"campo emanuelly gonçalves, 51",novo glória,BA,
Nome Inválido,CPF Inválido,,"alameda de carvalho, 150",saudade,RR,
Nome Inválido,CPF Inválido,,"trevo nina pereira, 99",álvaro camargos,CE,
Nome Inválido,CPF Inválido,,"morro eduarda farias, 92",aarão reis,AC,
Nome Inválido,CPF Inválido,58.0,"vale davi luiz dias, 709",vila oeste,CE,1966-08-10
Nome Inválido,CPF Inválido,99.0,"favela elisa barbosa, 521",jardim vitoria,SC,1925-08-09
Nome Inválido,CPF Inválido,74.0,"aeroporto laura gonçalves, 7",vila vista alegre,MG,1950-04-11
Nome Inválido,CPF Inválido,,"setor de da luz, 81",são cristóvão,GO,
Nome Inválido,CPF Inválido,,"trevo de moreira, 63",araguaia,PI,
Nome Inválido,CPF Inválido,,"ladeira peixoto, 85",são marcos,MA,
Nome Inválido,CPF Inválido,35.0,colônia maitê cardoso,copacabana,DF,1989-09-09
Nome Inválido,CPF Inválido,,"praia de campos, 94",candelaria,PR,
Nome Inválido,CPF Inválido,97.0,"área moreira, 8",grajaú,PA,1927-06-08
Nome Inválido,CPF Inválido,,jardim de dias,mirtes,CE,
Nome Inválido,CPF Inválido,,"viela de gonçalves, 79",vila havaí,SC,
Nome Inválido,CPF Inválido,,"campo de nascimento, 5",serra do curral,SP,
Nome Inválido,CPF Inválido,,"viaduto farias, 15",sagrada família,PR,
Nome Inválido,CPF Inválido,,"jardim cavalcanti, 94",petropolis,BA,
Nome Inválido,CPF Inválido,,"lago de lopes, 6",floramar,GO,
Nome Inválido,CPF Inválido,33.0,"aeroporto de fogaça, 29",santa sofia,TO,1991-02-01
Nome Inválido,CPF Inválido,36.0,"travessa de da luz, 42",vila nova paraíso,MS,1988-03-05
Nome Inválido,CPF Inválido,,"estação de da costa, 211",pilar,PA,
Nome Inválido,CPF Inválido,,"recanto rodrigues, 80",minas caixa,PI,
Nome Inválido,CPF Inválido,,"praia daniel barbosa, 847",silveira,BA,
Nome Inválido,CPF Inválido,78.0,estação miguel rodrigues,coração de jesus,AL,1946-08-05
Nome Inválido,CPF Inválido,,"trevo sofia moreira, 67",alta tensão 1ª seção,CE,
Nome Inválido,CPF Inválido,,"quadra de alves, 729",camponesa 2ª seção,PA,
Nome Inválido,CPF Inválido,,"aeroporto jesus, 2",são francisco,ES,
Nome Inválido,CPF Inválido,,"alameda araújo, 53",piratininga,MS,
Nome Inválido,CPF Inválido,77.0,"viela de sales, 68",nova esperança,TO,1947-07-10
Nome Inválido,CPF Inválido,,"morro ryan da luz, 43",vila nova gameleira 2ª seção,PB,
Nome Inválido,CPF Inválido,,área ferreira,jardim montanhês,AP,
Nome Inválido,CPF Inválido,,"conjunto farias, 36",silveira,SE,
Nome Inválido,CPF Inválido,44.0,praia marina da rosa,são jorge 3ª seção,AC,1980-04-07
Nome Inválido,CPF Inválido,,"via de viana, 68",beija flor,SC,
Nome Inválido,CPF Inválido,,"viela campos, 2",anchieta,MG,
Nome Inválido,CPF Inválido,,"vereda de aragão, 15",horto,RR,
Nome Inválido,CPF Inválido,29.0,"vereda de souza, 13",europa,PR,1995-03-07
Nome Inválido,CPF Inválido,,"colônia da costa, 7",ouro minas,SE,
Nome Inválido,CPF Inválido,,"vale de caldeira, 8",ribeiro de abreu,AL,
Nome Inválido,CPF Inválido,99.0,"praia de silva, 91",joão pinheiro,ES,1925-09-01
Nome Inválido,CPF Inválido,97.0,avenida da luz,vila inestan,AL,1927-03-11
Nome Inválido,CPF Inválido,89.0,"estrada de da rosa, 69",jonas veiga,AP,1936-01-06
Nome Inválido,CPF Inválido,,"morro da rocha, 84",tirol,MT,
Nome Inválido,CPF Inválido,,"estrada sabrina freitas, 40",acaba mundo,DF,
Nome Inválido,CPF Inválido,73.0,"recanto miguel moraes, 45",penha,RS,1952-01-11
Nome Inválido,CPF Inválido,,"feira de farias, 28",horto,RS,
Nome Inválido,CPF Inválido,,"sítio moura, 50",ápia,GO,
Nome Inválido,CPF Inválido,,"trevo davi lucca da cruz, 72",boa união 1ª seção,PI,
Nome Inválido,CPF Inválido,60.0,"chácara da mota, 218",conjunto floramar,RJ,1964-06-02
Nome Inválido,CPF Inválido,73.0,"feira martins, 78",estrela do oriente,RN,1951-08-11
Nome Inválido,CPF Inválido,,"setor luiz henrique monteiro, 4",madri,MG,
Nome Inválido,CPF Inválido,35.0,"chácara de da mota, 4",pompéia,PA,1989-12-12
Nome Inválido,CPF Inválido,61.0,Endereço inválido,Desconhecido,Estado Inválido,1963-06-10
Nome Inválido,CPF Inválido,,residencial noah mendes,vila atila de paiva,SC,
Nome Inválido,CPF Inválido,,"fazenda moraes, 80",vila vista alegre,ES,
Nome Inválido,CPF Inválido,,"travessa leandro da mata, 898",vila sesc,RO,
Nome Inválido,CPF Inválido,49.0,"área raquel moura, 8",mangabeiras,TO,1975-08-04
Nome Inválido,CPF Inválido,55.0,condomínio de santos,jaraguá,MG,1970-01-01
Nome Inválido,CPF Inválido,,"estação lara almeida, 67",sagrada família,PE,
Nome Inválido,CPF Inválido,91.0,residencial de mendes,jardim guanabara,RR,1933-10-10
Nome Inválido,CPF Inválido,40.0,"aeroporto emanuel barros, 4",tres marias,DF,1984-11-12
Nome Inválido,CPF Inválido,,"trecho gomes, 3",barreiro,GO,
Nome Inválido,CPF Inválido,,"estrada letícia barros, 923",serra verde,CE,
Nome Inválido,CPF Inválido,,"alameda paulo da cruz, 70",vila madre gertrudes 3ª seção,PR,
Nome Inválido,CPF Inválido,32.0,"residencial pinto, 95",etelvina carneiro,DF,1992-06-02
Nome Inválido,CPF Inválido,,"lagoa de silveira, 91",trevo,PI,
Nome Inválido,CPF Inválido,52.0,"condomínio moura, 504",santa helena,SE,1972-03-04
Nome Inválido,CPF Inválido,,distrito de cavalcanti,vila barragem santa lúcia,RJ,
Nome Inválido,CPF Inválido,,"favela letícia jesus, 34",novo ouro preto,MG,
Nome Inválido,CPF Inválido,,"feira de da conceição, 796",mangabeiras,SE,
Nome Inválido,CPF Inválido,,morro de ramos,conjunto taquaril,AM,
Nome Inválido,CPF Inválido,21.0,"quadra lopes, 69",vila da paz,CE,2003-10-10
Nome Inválido,CPF Inválido,,"jardim de carvalho, 5",santo andré,AL,
Nome Inválido,CPF Inválido,19.0,"vereda araújo, 18",garças,PI,2005-02-09
Nome Inválido,CPF Inválido,98.0,"pátio fernandes, 59",vila ouro minas,AM,1926-06-10
Nome Inválido,CPF Inválido,,"jardim vinicius caldeira, 28",jonas veiga,DF,
Nome Inválido,CPF Inválido,,"passarela de araújo, 123",andiroba,AM,
Nome Inválido,CPF Inválido,,"rodovia eduarda ramos, 87",engenho nogueira,PB,
Nome Inválido,CPF Inválido,,"viela ana júlia fernandes, 25",pirineus,AC,
Nome Inválido,CPF Inválido,,"vereda cauê barbosa, 141",conjunto providencia,MA,
Nome Inválido,CPF Inválido,,"campo rodrigues, 351",brasil industrial,MS,
Nome Inválido,CPF Inválido,,"residencial de sales, 5",vila cloris,SE,
Nome Inválido,CPF Inválido,,"área de castro, 108",nova vista,PI,
Nome Inválido,CPF Inválido,,"estrada fernanda jesus, 2",santa margarida,AC,
Nome Inválido,CPF Inválido,57.0,"lagoa pietro da cruz, 524",vila santa monica 2ª seção,RO,1967-02-01
Nome Inválido,CPF Inválido,,"rodovia de porto, 90",marieta 2ª seção,GO,
Nome Inválido,CPF Inválido,,"parque de gomes, 71",mala e cuia,PA,
Nome Inválido,CPF Inválido,95.0,"esplanada de moura, 30",vila petropolis,PA,1929-07-10
Nome Inválido,CPF Inválido,68.0,distrito moraes,indaiá,MS,1956-02-12
Nome Inválido,CPF Inválido,76.0,"lago da luz, 59",suzana,AM,1948-10-11
Nome Inválido,CPF Inválido,,"favela beatriz da costa, 77",antonio ribeiro de abreu 1ª seção,RJ,
Nome Inválido,CPF Inválido,68.0,"passarela davi lucca lopes, 37",ernesto nascimento,MG,1956-05-05
Nome Inválido,CPF Inválido,37.0,"vereda de da mota, 564",jaqueline,MA,1987-09-06
Nome Inválido,CPF Inválido,,"favela costa, 372",serra,GO,
Nome Inválido,CPF Inválido,31.0,"distrito jesus, 34",vila rica,RS,1993-08-12
Nome Inválido,CPF Inválido,,"viela de castro, 27",álvaro camargos,DF,
Nome Inválido,CPF Inválido,,"campo moreira, 48",tirol,RN,
Nome Inválido,CPF Inválido,,"favela de da rocha, 6",carlos prates,MS,
Nome Inválido,CPF Inválido,27.0,condomínio maria julia cavalcanti,vila são dimas,PA,1997-11-08
Nome Inválido,CPF Inválido,,chácara maria fernanda castro,marajó,PB,
Nome Inválido,CPF Inválido,,ladeira castro,jardim são josé,MA,
Nome Inválido,CPF Inválido,,"largo cavalcanti, 96",floramar,SC,
Nome Inválido,CPF Inválido,100.0,"pátio de da paz, 57",são joão,SC,1924-06-09
Nome Inválido,CPF Inválido,,"recanto de novaes, 32",serra do curral,TO,
Nome Inválido,CPF Inválido,92.0,"jardim stella da costa, 91",pompéia,BA,1932-08-01
Nome Inválido,CPF Inválido,,"residencial marina azevedo, 89",lagoinha leblon,MT,
Nome Inválido,CPF Inválido,,"praça joão rezende, 30",céu azul,RJ,
Nome Inválido,CPF Inválido,,"chácara alice ferreira, 678",vila calafate,TO,
Nome Inválido,CPF Inválido,61.0,estação de rodrigues,tres marias,PA,1964-01-05
Nome Inválido,CPF Inválido,70.0,trevo vieira,nossa senhora aparecida,AP,1954-11-08
Nome Inválido,CPF Inválido,,"sítio de novaes, 75",vila são dimas,AL,
Nome Inválido,CPF Inválido,,"área da costa, 29",dona clara,MS,
Nome Inválido,CPF Inválido,,"feira da costa, 17",vila dos anjos,SE,
Nome Inválido,CPF Inválido,,"lagoa alves, 97",buritis,MT,
Nome Inválido,CPF Inválido,,"recanto elisa da mota, 8",alípio de melo,AL,
Nome Inválido,CPF Inválido,92.0,"setor vinicius moraes, 475",nossa senhora aparecida,TO,1932-03-10
Nome Inválido,CPF Inválido,,"área oliveira, 91",são paulo,SP,
Nome Inválido,CPF Inválido,55.0,"aeroporto da rocha, 499",estrela,BA,1969-10-03
Nome Inválido,CPF Inválido,,"ladeira ribeiro, 6",vila santo antônio,PE,
Nome Inválido,CPF Inválido,81.0,"trevo da cunha, 2",são bento,AL,1943-08-09
Nome Inválido,CPF Inválido,34.0,"via de nunes, 63",olaria,ES,1990-07-05
Nome Inválido,CPF Inválido,,"travessa de lopes, 205",mariano de abreu,CE,
Nome Inválido,CPF Inválido,41.0,"via brenda cunha, 49",vila da ária,AC,1983-09-10
Nome Inválido,CPF Inválido,53.0,"praça ana luiza fernandes, 5",conjunto jatoba,BA,1971-02-02
Nome Inválido,CPF Inválido,,recanto melo,conjunto providencia,ES,
Nome Inválido,CPF Inválido,,"lago de da cunha, 6",custodinha,RN,
Nome Inválido,CPF Inválido,90.0,chácara joão gabriel nogueira,goiania,MG,1934-05-03
Nome Inválido,CPF Inválido,47.0,"trecho de rodrigues, 659",alto das antenas,PR,1977-11-03
Nome Inválido,CPF Inválido,29.0,"residencial gabriela azevedo, 35",vila rica,PI,1995-09-08
Nome Inválido,CPF Inválido,,"conjunto da conceição, 39",outro,DF,
Nome Inválido,CPF Inválido,,"campo camila das neves, 14",granja de freitas,MG,
Nome Inválido,CPF Inválido,,"residencial luiza correia, 598",savassi,ES,
Nome Inválido,CPF Inválido,,núcleo de caldeira,vila são joão batista,AL,
Nome Inválido,CPF Inválido,,"lagoa de rodrigues, 23",vila nova,RN,
Nome Inválido,CPF Inválido,,"viela eloah cunha, 42",vila suzana primeira seção,RS,
Nome Inválido,CPF Inválido,,"núcleo maria julia cunha, 21",vila santa rosa,PE,
Nome Inválido,CPF Inválido,,alameda nascimento,vila suzana primeira seção,GO,
Nome Inválido,CPF Inválido,,"travessa de da rosa, 86",itaipu,PA,
Nome Inválido,CPF Inválido,58.0,"sítio de costa, 5",pantanal,TO,1966-11-04
Nome Inválido,CPF Inválido,,campo bernardo barros,conjunto são francisco de assis,MG,
Nome Inválido,CPF Inválido,,recanto silva,joão paulo ii,SP,
Nome Inválido,CPF Inválido,,"conjunto almeida, 3",bela vitoria,AC,
Nome Inválido,CPF Inválido,,"pátio joão lucas cardoso, 77",maria tereza,AM,
Nome Inválido,CPF Inválido,90.0,"praia luiz gustavo da luz, 83",são joão batista,RO,1934-09-06
Nome Inválido,CPF Inválido,100.0,"esplanada farias, 252",caetano furquim,GO,1924-05-09
Nome Inválido,CPF Inválido,,"rodovia de costela, 116",são geraldo,CE,
Nome Inválido,CPF Inválido,,"quadra vieira, 230",cdi jatoba,RO,
Nome Inválido,CPF Inválido,44.0,"trecho de caldeira, 369",santa sofia,SE,1980-12-07
Nome Inválido,CPF Inválido,,"largo joão santos, 10",vila batik,RN,
Nome Inválido,CPF Inválido,,"setor juliana fogaça, 605",piraja,MA,
Nome Inválido,CPF Inválido,80.0,"área ana vitória martins, 56",xodo-marize,BA,1944-02-11
Nome Inválido,CPF Inválido,37.0,"área thomas moraes, 58",canaa,RJ,1987-07-04
Nome Inválido,CPF Inválido,,"chácara mendes, 64",varzea da palma,PR,
Nome Inválido,CPF Inválido,21.0,"vale de duarte, 5",horto florestal,AM,2003-11-07
Nome Inválido,CPF Inválido,,"alameda das neves, 1",planalto,MT,
Nome Inválido,CPF Inválido,74.0,"viela danilo farias, 54",lagoa,PE,1950-11-03
Nome Inválido,CPF Inválido,81.0,"favela correia, 6",vila dos anjos,SE,1943-12-08
Nome Inválido,CPF Inválido,,rodovia maria julia peixoto,jardim guanabara,AC,
Nome Inválido,CPF Inválido,,"trecho de oliveira, 41",urca,AC,
Nome Inválido,CPF Inválido,76.0,"lagoa danilo fogaça, 756",nova gameleira,RO,1948-05-05
Nome Inválido,CPF Inválido,36.0,"colônia de correia, 93",laranjeiras,CE,1988-11-09
Nome Inválido,CPF Inválido,57.0,"setor oliveira, 4",são josé,MA,1967-05-04
Nome Inválido,CPF Inválido,,morro de ferreira,vila são joão batista,MG,
Nome Inválido,CPF Inválido,91.0,"alameda eduardo barros, 60",gameleira,PI,1933-10-04
Nome Inválido,CPF Inválido,,"área joaquim nogueira, 98",pedreira padro lopes,MA,
Nome Inválido,CPF Inválido,82.0,"loteamento de nunes, 83",jatobá,PB,1942-12-11
Nome Inválido,CPF Inválido,58.0,"viela alana souza, 456",união,DF,1966-11-04
Nome Inválido,CPF Inválido,,"viela de da cruz, 61",bonsucesso,PA,
Nome Inválido,CPF Inválido,,"esplanada thomas pires, 33",providencia,AP,
Nome Inválido,CPF Inválido,,estrada da cruz,aparecida,AP,
Nome Inválido,CPF Inválido,,"residencial de cardoso, 66",vila santo antônio,SE,
Nome Inválido,CPF Inválido,95.0,"condomínio de nunes, 436",vila betânia,PI,1929-12-02
Nome Inválido,CPF Inválido,,"morro nunes, 657",ipe,CE,
Nome Inválido,CPF Inválido,70.0,"praia de campos, 82",vila oeste,SP,1954-08-06
Nome Inválido,CPF Inválido,43.0,"esplanada marcela castro, 36",flavio de oliveira,PA,1982-01-07
Nome Inválido,CPF Inválido,66.0,setor luana ramos,nova pampulha,AC,1958-09-12
Nome Inválido,CPF Inválido,90.0,"esplanada pedro nascimento, 71",vila são paulo,GO,1934-02-11
Nome Inválido,CPF Inválido,,"favela kaique fogaça, 19",castelo,AL,
Nome Inválido,CPF Inválido,,rodovia de castro,santa branca,ES,
Nome Inválido,CPF Inválido,,Endereço inválido,Desconhecido,Estado Inválido,
Nome Inválido,CPF Inválido,,"colônia costa, 81",vera cruz,RO,
Nome Inválido,CPF Inválido,68.0,"vale vieira, 49",comiteco,RS,1956-02-03
Nome Inválido,CPF Inválido,68.0,"recanto de moreira, 426",santo agostinho,MT,1956-12-12
Nome Inválido,CPF Inválido,,"sítio clarice sales, 99",silveira,PB,
Nome Inválido,CPF Inválido,,sítio azevedo,vila mantiqueira,DF,
Nome Inválido,CPF Inválido,34.0,recanto de castro,centro,MA,1990-11-03
Nome Inválido,CPF Inválido,,"estação rafael nunes, 90",jardim são josé,RO,
Nome Inválido,CPF Inválido,,"viela da rocha, 160",barão homem de melo 2ª seção,BA,
Nome Inválido,CPF Inválido,,"morro ribeiro, 11",casa branca,GO,
Nome Inválido,CPF Inválido,85.0,"sítio ramos, 73",cachoeirinha,MG,1939-08-08
Nome Inválido,CPF Inválido,,"ladeira luiza pinto, 9",conjunto minas caixa,MT,
Nome Inválido,CPF Inválido,97.0,"lagoa cavalcanti, 12",vila ecológica,SP,1927-09-01
Nome Inválido,CPF Inválido,,avenida azevedo,santa maria,MA,
Nome Inválido,CPF Inválido,,"avenida rocha, 13",alta tensão 2ª seção,PI,
Nome Inválido,CPF Inválido,51.0,"praia moreira, 1",cardoso,SE,1973-06-12
Nome Inválido,CPF Inválido,,"passarela rocha, 96",buraco quente,SP,
Nome Inválido,CPF Inválido,,"travessa guilherme carvalho, 7",jonas veiga,MS,
Nome Inválido,CPF Inválido,,"estação fernandes, 85",nova floresta,GO,
Nome Inválido,CPF Inválido,67.0,"loteamento thales pires, 51",vila união,RR,1957-02-11
Nome Inválido,CPF Inválido,40.0,"via vieira, 26",ouro preto,GO,1984-08-08
Nome Inválido,CPF Inválido,,"quadra amanda martins, 4",universo,MG,
Nome Inválido,CPF Inválido,62.0,"distrito caldeira, 95",serra,PI,1962-07-04
Nome Inválido,CPF Inválido,,"distrito de fogaça, 13",pompéia,AP,
Nome Inválido,CPF Inválido,70.0,"aeroporto de fogaça, 74",vila santa monica 2ª seção,BA,1955-01-03
Nome Inválido,CPF Inválido,,"trecho de barbosa, 7",são josé,RJ,
Nome Inválido,CPF Inválido,,"praça de costela, 38",renascença,MS,
