nome,cpf,idade,data,endereco,estado
Nome Inválido,305.817.249-41 ,43,1980-05-04,"favela erick pereira, 672
                                                                                           vila copacabana
                                                                                           16489668 barros / am                   ",RORAIMA
Nome Inválido,240.719.568-01 ,91,,"vale igor castro, 928
                                                                                           maravilha
                                                                                           19728761 pereira do oeste / ba         ",BAHIA
Nome Inválido,052.793.146-25 ,66,,"vereda de costa, 27
                                                                                           madre gertrudes
                                                                                           11830634 gonçalves / rn                ",RORAIMA
Nome Inválido,431.987.625-37 ,82,1941-07-04,"residencial nogueira, 954
                                                                                           vila oeste
                                                                                           79622-042 sales do norte / pb          ",TOCANTINS
Nome Inválido,846.571.329-46 ,29,,"fazenda maria ribeiro, 81
                                                                                           vila são paulo
                                                                                           48192917 silva / se                    ",ACRE
Nome Inválido,631.409.258-24 ,90,1933-08-06,"viela de aragão, 291
                                                                                           união
                                                                                           68336231 moraes de pires / rj          ",RONDÔNIA
Nome Inválido,169.854.207-02 ,59,,"estrada de da costa, 92
                                                                                           vila do pombal
                                                                                           01699471 nascimento de cavalcanti / pa ",SERGIPE
Nome Inválido,950.372.681-68 ,28,1996-01-02,"colônia de fogaça, 78
                                                                                           vila aeroporto jaraguá
                                                                                           63760-406 rezende da praia / ac        ",RORAIMA
Nome Inválido,243.718.069-96 ,80,1943-11-04,"campo de moura, 904
                                                                                           alto caiçaras
                                                                                           12573-093 da costa de souza / pe       ",BAHIA
Nome Inválido,846.057.921-20 ,48,1976-02-02,"estação igor cunha, 21
                                                                                           pilar
                                                                                           56540380 peixoto / pb                  ",RORAIMA
Nome Inválido,831.540.927-14 ,66,1958-11-01,"estrada da conceição, 23
                                                                                           indaiá
                                                                                           00460-397 pires de pereira / ms        ",PARÁ
Nome Inválido,               ,43,,"parque de santos, 88
                                                                                           são joão
                                                                                           60112-833 rodrigues / pi               ",ESPÍRITO SANTO
Nome Inválido,439.526.781-55 ,75,,"morro de costela, 73
                                                                                           vila da luz
                                                                                           54910873 da rosa / mg                  ",RONDÔNIA
Nome Inválido,095.216.837-59 ,36,1987-09-08,"chácara da conceição, 2
                                                                                           juliana
                                                                                           64511082 campos das flores / ba        ",CEARÁ
Nome Inválido,429.807.615-67 ,91,,"feira de martins, 79
                                                                                           vitoria da conquista
                                                                                           46900111 campos alegre / pa            ",ALAGOAS
Nome Inválido,594.081.276-76 ,25,,"colônia duarte, 56
                                                                                           marmiteiros
                                                                                           09414-573 vieira de lopes / pe         ",PERNAMBUCO
Nome Inválido,521.097.438-32 ,39,1985-12-01,"travessa joana gonçalves, 44
                                                                                           lajedo
                                                                                           43222-218 barbosa / al                 ",MATO GROSSO
Nome Inválido,581.967.342-55 ,56,,"sítio isis campos, 81
                                                                                           distrito industrial do jatoba
                                                                                           70530-763 da cunha grande / ac         ",AMAPÁ
Nome Inválido,871.263.590-12 ,29,1995-08-02,"lagoa santos
                                                                                           petropolis
                                                                                           36901-640 da cunha / mt                ",BAHIA
Nome Inválido,031.769.482-04 ,67,,"ladeira de moura, 84
                                                                                           nova suíça
                                                                                           58827544 almeida de da mota / rr       ",MINAS GERAIS
Nome Inválido,385.410.967-93 ,70,,"rodovia sales, 21
                                                                                           vila canto do sabiá
                                                                                           79051-262 mendes / pi                  ",RIO GRANDE DO SUL
Nome Inválido,138.960.745-39 ,55,,"parque de costela, 668
                                                                                           aguas claras
                                                                                           24355112 duarte / to                   ",ACRE
Nome Inválido,698.157.432-28 ,75,,"fazenda cavalcanti, 859
                                                                                           alto barroca
                                                                                           69950997 rezende de goiás / mt         ",RONDÔNIA
Nome Inválido,869.312.407-22 ,56,1967-12-07,"quadra de ferreira
                                                                                           cenaculo
                                                                                           49974-369 barbosa alegre / pi          ",PIAUÍ
Nome Inválido,725.134.690-70 ,95,,"via igor da mata, 81
                                                                                           laranjeiras
                                                                                           85218769 correia / es                  ",AMAPÁ
Nome Inválido,380.179.245-50 ,81,,"trevo joão pedro araújo, 7
                                                                                           sagrada família
                                                                                           68500851 cardoso do amparo / df        ",ALAGOAS
Nome Inválido,473.526.019-61 ,62,1962-03-04,"condomínio da cunha, 4
                                                                                           unidas
                                                                                           30425743 barbosa / pa                  ",ALAGOAS
Nome Inválido,615.387.024-44 ,94,,"parque henrique teixeira, 32
                                                                                           grotinha
                                                                                           57134822 cunha do sul / rr             ",SANTA CATARINA
Nome Inválido,710.863.549-66 ,29,1994-09-05,"vereda silveira, 8
                                                                                           bom jesus
                                                                                           17672142 costa paulista / rr           ",PARAÍBA
Nome Inválido,196.075.284-76 ,60,,"avenida de araújo, 28
                                                                                           esplanada
                                                                                           01624-960 silva verde / rs             ",MATO GROSSO
Nome Inválido,586.104.732-44 ,91,,"fazenda letícia costela, 6
                                                                                           petropolis
                                                                                           61073-640 cardoso do campo / am        ",PARÁ
Nome Inválido,372.684.905-00 ,38,1985-09-11,"campo peixoto, 75
                                                                                           independência
                                                                                           20101298 sales / sc                    ",RIO GRANDE DO NORTE
Nome Inválido,842.609.735-92 ,35,,"parque eloah costa, 91
                                                                                           são geraldo
                                                                                           63810102 da cunha / rs                 ",ALAGOAS
Nome Inválido,687.231.504-08 ,35,,"rua de santos, 955
                                                                                           ambrosina
                                                                                           57866655 silveira de costela / rs      ",MATO GROSSO DO SUL
Nome Inválido,546.180.379-20 ,27,,"estrada sales, 13
                                                                                           jardim felicidade
                                                                                           75253131 silveira grande / rn          ",ESPÍRITO SANTO
Nome Inválido,349.051.867-57 ,24,,"chácara miguel fogaça
                                                                                           laranjeiras
                                                                                           52800515 souza verde / pe              ",PERNAMBUCO
Nome Inválido,812.943.670-13 ,63,,"avenida de araújo, 1
                                                                                           nossa senhora da aparecida
                                                                                           80268064 farias do norte / go          ",MINAS GERAIS
Nome Inválido,583.672.910-77 ,47,,"vale de monteiro, 267
                                                                                           marieta 2ª seção
                                                                                           18778381 rocha de novaes / es          ",SÃO PAULO
Nome Inválido,035.689.421-51 ,83,1940-05-04,"trecho luana barros, 338
                                                                                           santa maria
                                                                                           59886-064 oliveira dos dourados / mg   ",MARANHÃO
Nome Inválido,739.164.508-75 ,97,1926-11-12,"parque enzo almeida, 62
                                                                                           piratininga
                                                                                           40855025 mendes de cardoso / ac        ",ALAGOAS
Nome Inválido,816.723.954-37 ,47,,"condomínio joana lima
                                                                                           piratininga
                                                                                           68175-021 aragão / mt                  ",BAHIA
Nome Inválido,456.197.830-57 ,51,,"esplanada matheus da costa, 90
                                                                                           paulo vi
                                                                                           45629272 da cunha do sul / rn          ",RORAIMA
Nome Inválido,680.419.253-24 ,80,1943-01-12,"residencial novaes, 84
                                                                                           vila da amizade
                                                                                           20541475 souza / pi                    ",BAHIA
Nome Inválido,805.693.271-21 ,65,1959-09-01,"praia ian da mota, 383
                                                                                           nova cintra
                                                                                           10778-914 azevedo / ro                 ",SANTA CATARINA
Nome Inválido,716.239.854-55 ,58,1965-10-07,"rodovia emanuel da cruz
                                                                                           nova esperança
                                                                                           55412380 barbosa / pe                  ",AMAZONAS
Nome Inválido,019.487.625-01 ,42,,"ladeira da cruz, 635
                                                                                           coqueiros
                                                                                           88216574 cavalcanti da serra / ba      ",PARAÍBA
Nome Inválido,243.158.976-55 ,64,1960-10-02,"trecho cavalcanti, 3
                                                                                           acaba mundo
                                                                                           20198027 cardoso / pr                  ",ACRE
Nome Inválido,198.257.643-09 ,47,,"estação rocha, 975
                                                                                           marieta 2ª seção
                                                                                           56651-581 cavalcanti de silveira / sc  ",TOCANTINS
Nome Inválido,247.910.538-50 ,50,,"vale de cavalcanti, 98
                                                                                           vila havaí
                                                                                           39064-438 da mota / es                 ",ACRE
Nome Inválido,608.432.751-62 ,52,,"lago caldeira, 363
                                                                                           barão homem de melo 1ª seção
                                                                                           77549-927 cardoso / am                 ",MATO GROSSO
Nome Inválido,605.384.719-48 ,90,,"vila gomes, 366
                                                                                           serra
                                                                                           76107-117 da costa / pb                ",GOIÁS
Nome Inválido,735.619.820-77 ,74,,"rodovia ana beatriz cardoso, 97
                                                                                           etelvina carneiro
                                                                                           35020-490 da costa grande / pr         ",SANTA CATARINA
Nome Inválido,048.652.197-49 ,36,,"vereda sales, 83
                                                                                           ouro minas
                                                                                           23049-591 da mata / al                 ",AMAPÁ
Nome Inválido,280.156.437-08 ,27,,"ladeira clara da cruz, 37
                                                                                           aparecida 7ª seção
                                                                                           12075780 mendes de pires / pb          ",PIAUÍ
Nome Inválido,821.405.736-17 ,29,,"setor de costa, 1
                                                                                           nova america
                                                                                           31050205 da conceição / es             ",ALAGOAS
Nome Inválido,724.183.650-26 ,51,,"avenida castro, 718
                                                                                           santo agostinho
                                                                                           39257-743 sales paulista / pe          ",PIAUÍ
Nome Inválido,163.247.980-03 ,39,1984-02-11,"recanto isabel da conceição, 6
                                                                                           vila madre gertrudes 4ª seção
                                                                                           17777517 dias / rs                     ",MATO GROSSO DO SUL
Nome Inválido,318.764.950-57 ,46,,"núcleo de rodrigues, 95
                                                                                           maria virgínia
                                                                                           67632-408 jesus / am                   ",AMAPÁ
Nome Inválido,604.579.123-16 ,88,,"setor de barros, 58
                                                                                           vila ouro minas
                                                                                           24854-759 rodrigues / sp               ",AMAPÁ
Nome Inválido,175.409.326-43 ,56,,"praia pietra caldeira, 60
                                                                                           túnel de ibirité
                                                                                           60413-374 da mota dos dourados / go    ",MATO GROSSO DO SUL
Nome Inválido,641.739.085-39 ,99,,"quadra yasmin caldeira, 4
                                                                                           salgado filho
                                                                                           37428997 moreira do galho / pe         ",DISTRITO FEDERAL
Nome Inválido,687.410.953-75 ,22,2001-06-12,"praia de nogueira
                                                                                           califórnia
                                                                                           47799937 rodrigues / es                ",MINAS GERAIS
Nome Inválido,324.017.958-04 ,50,,"rua de castro, 65
                                                                                           vila jardim são josé
                                                                                           53839-720 fernandes paulista / pa      ",ESPÍRITO SANTO
Nome Inválido,032.758.964-74 ,19,2005-03-03,"pátio antônio da mota, 79
                                                                                           maria virgínia
                                                                                           80967-589 da luz / pr                  ",GOIÁS
Nome Inválido,381.756.402-35 ,76,1947-09-10,"setor de ferreira
                                                                                           lorena
                                                                                           53700673 da luz / rn                   ",MATO GROSSO
Nome Inválido,453.216.980-15 ,23,,"vereda da rocha, 6
                                                                                           bandeirantes
                                                                                           97565092 rodrigues do galho / ma       ",AMAZONAS
Nome Inválido,280.153.796-95 ,81,1943-02-03,"parque de azevedo, 8
                                                                                           lagoinha leblon
                                                                                           23921-386 alves / al                   ",MATO GROSSO DO SUL
Nome Inválido,124.573.098-32 ,99,,"campo gabriela rodrigues, 9
                                                                                           piraja
                                                                                           67344423 porto do amparo / ac          ",RONDÔNIA
Nome Inválido,832.506.714-44 ,68,1955-04-05,"via nogueira, 82
                                                                                           andiroba
                                                                                           03233-852 moraes / se                  ",ALAGOAS
Nome Inválido,541.896.327-91 ,65,,Endereço inválido,BAHIA
Nome Inválido,197.582.630-21 ,72,,"trevo nicole da cruz, 7
                                                                                           conjunto providencia
                                                                                           11509884 cavalcanti de minas / rs      ",SANTA CATARINA
Nome Inválido,439.160.725-52 ,49,,"campo erick fernandes, 464
                                                                                           são benedito
                                                                                           76887327 campos de mendes / ac         ",RIO GRANDE DO NORTE
Nome Inválido,813.402.695-89 ,60,,"quadra de martins
                                                                                           nazare
                                                                                           23016-369 oliveira de minas / am       ",PARANÁ
Nome Inválido,467.319.852-28 ,79,,"fazenda de ferreira, 76
                                                                                           conjunto paulo vi
                                                                                           54239086 nunes / ms                    ",GOIÁS
Nome Inválido,634.920.187-69 ,85,1938-02-12,"estrada gabrielly rocha, 634
                                                                                           ouro minas
                                                                                           95202077 viana / pa                    ",RONDÔNIA
Nome Inválido,789.531.604-48 ,67,,"estação cardoso, 175
                                                                                           barão homem de melo 1ª seção
                                                                                           09804148 gonçalves do galho / sc       ",PARÁ
Nome Inválido,231.648.705-07 ,20,,"estrada duarte, 37
                                                                                           marmiteiros
                                                                                           24369771 ribeiro do galho / ms         ",DISTRITO FEDERAL
Nome Inválido,073.618.249-78 ,89,,"praia moreira, 20
                                                                                           são jorge 2ª seção
                                                                                           94716-893 duarte da mata / to          ",RONDÔNIA
Nome Inválido,835.072.469-29 ,51,1972-06-05,"largo de da cruz, 431
                                                                                           mangueiras
                                                                                           02714780 azevedo / to                  ",PARANÁ
Nome Inválido,165.328.479-09 ,40,,"trevo de moraes, 78
                                                                                           bairro das indústrias ii
                                                                                           45125491 sales / to                    ",RIO GRANDE DO NORTE
Nome Inválido,263.895.041-60 ,33,,"distrito kaique costa, 17
                                                                                           novo glória
                                                                                           46996567 souza do galho / rj           ",MARANHÃO
Nome Inválido,               ,54,1969-10-04,"avenida de barbosa, 65
                                                                                           trevo
                                                                                           25610990 fernandes dos dourados / df   ",RONDÔNIA
Nome Inválido,389.160.527-77 ,30,,"condomínio da cunha, 964
                                                                                           conjunto califórnia i
                                                                                           67255-410 da cruz / es                 ",ALAGOAS
Nome Inválido,523.846.091-06 ,45,,"praia de almeida, 38
                                                                                           vila nova gameleira 3ª seção
                                                                                           54576-192 vieira da prata / mg         ",PERNAMBUCO
Nome Inválido,260.935.487-83 ,20,,"aeroporto santos, 94
                                                                                           ademar maldonado
                                                                                           41937-961 moraes do sul / pi           ",PERNAMBUCO
Nome Inválido,190.734.658-93 ,72,1951-05-04,"alameda de da mata, 18
                                                                                           barroca
                                                                                           13387129 gomes / ms                    ",AMAPÁ
Nome Inválido,291.367.458-55 ,80,,"aeroporto aragão, 8
                                                                                           guarani
                                                                                           57857653 rocha / df                    ",BAHIA
Nome Inválido,407.389.216-96 ,53,,"vereda daniel gonçalves, 6
                                                                                           bacurau
                                                                                           96830-555 cardoso / pb                 ",SÃO PAULO
Nome Inválido,569.471.830-57 ,61,1963-03-01,"conjunto de cunha, 63
                                                                                           estrela
                                                                                           07472157 almeida alegre / sp           ",RONDÔNIA
Nome Inválido,298.036.457-65 ,20,,"rodovia de cavalcanti, 47
                                                                                           capitão eduardo
                                                                                           09605665 ribeiro / ap                  ",SERGIPE
Nome Inválido,623.518.490-51 ,97,1927-05-01,"loteamento thiago fernandes, 51
                                                                                           graça
                                                                                           12694-138 martins / pb                 ",DISTRITO FEDERAL
Nome Inválido,160.527.493-34 ,46,1977-06-09,"praça breno ribeiro
                                                                                           vista do sol
                                                                                           12554-127 viana de jesus / pb          ",SÃO PAULO
Nome Inválido,286.790.413-78 ,73,,"viela alice nogueira, 65
                                                                                           olaria
                                                                                           24640044 duarte verde / ma             ",DISTRITO FEDERAL
Nome Inválido,197.034.862-31 ,63,1960-04-10,"aeroporto cavalcanti
                                                                                           coqueiros
                                                                                           47705002 farias / se                   ",PARÁ
Nome Inválido,254.079.386-00 ,54,1969-10-04,"travessa de santos
                                                                                           garças
                                                                                           00882775 nogueira do oeste / mt        ",PERNAMBUCO
Nome Inválido,701.638.549-39 ,91,1933-02-02,"passarela isis porto, 38
                                                                                           capitão eduardo
                                                                                           59540065 da cruz / pa                  ",SANTA CATARINA
Nome Inválido,402.517.398-05 ,22,,"parque daniel pinto, 7
                                                                                           vista alegre
                                                                                           12655421 gomes da praia / mt           ",DISTRITO FEDERAL
Nome Inválido,314.726.089-50 ,30,,"vila letícia da paz, 17
                                                                                           marajó
                                                                                           64325-663 costa / ce                   ",MATO GROSSO DO SUL
Nome Inválido,250.397.846-00 ,98,,"colônia de moura
                                                                                           morro dos macacos
                                                                                           29779-356 campos / pr                  ",PERNAMBUCO
Nome Inválido,936.124.087-04 ,60,1963-07-05,"alameda joão pedro castro, 14
                                                                                           vila fumec
                                                                                           55701851 mendes / am                   ",BAHIA
Nome Inválido,624.850.739-29 ,31,,"via de jesus
                                                                                           caetano furquim
                                                                                           82505-115 costa do galho / mg          ",MARANHÃO
Nome Inválido,136.294.085-24 ,44,,"feira marcos vinicius da cruz, 317
                                                                                           leonina
                                                                                           67749-105 teixeira / ma                ",DISTRITO FEDERAL
Nome Inválido,819.720.564-76 ,83,,"via de ferreira, 44
                                                                                           cidade jardim
                                                                                           02171-958 da cunha das flores / mg     ",AMAPÁ
Nome Inválido,741.608.539-00 ,87,1936-09-05,"aeroporto de ribeiro, 65
                                                                                           mariquinhas
                                                                                           76708298 aragão de silveira / am       ",SÃO PAULO
Nome Inválido,845.291.376-19 ,62,1961-10-06,"loteamento otávio freitas, 74
                                                                                           camponesa 2ª seção
                                                                                           58449619 viana do amparo / to          ",MATO GROSSO
Nome Inválido,493.578.106-84 ,81,,"área maria fernanda pinto
                                                                                           nova pampulha
                                                                                           46952516 cunha / mt                    ",ACRE
Nome Inválido,629.875.103-30 ,27,,"alameda da mata, 64
                                                                                           vila boa vista
                                                                                           13036-905 gonçalves / mg               ",ESPÍRITO SANTO
Nome Inválido,647.531.029-80 ,30,,"estrada de ribeiro, 73
                                                                                           buritis
                                                                                           43666-726 da paz da mata / mg          ",PARAÍBA
Nome Inválido,913.870.246-04 ,95,1928-02-07,"aeroporto de nascimento, 13
                                                                                           pongelupe
                                                                                           16189813 ramos da serra / pr           ",RORAIMA
Nome Inválido,908.156.243-60 ,22,,"chácara de costa, 62
                                                                                           aparecida
                                                                                           43036-509 fogaça / pi                  ",PERNAMBUCO
Nome Inválido,625.170.489-67 ,21,2002-06-04,"campo da costa, 719
                                                                                           olaria
                                                                                           49786000 fogaça da mata / go           ",RIO GRANDE DO NORTE
Nome Inválido,172.589.603-68 ,97,,"quadra de monteiro, 43
                                                                                           novo das industrias
                                                                                           16650333 gomes de araújo / ce          ",AMAZONAS
Nome Inválido,178.409.325-41 ,38,1986-03-01,"estrada pereira
                                                                                           vila batik
                                                                                           49494827 fernandes / pe                ",RIO GRANDE DO SUL
Nome Inválido,586.721.034-08 ,77,1946-07-07,"lagoa de da rocha, 60
                                                                                           jardim atlântico
                                                                                           97946895 da cruz de melo / pi          ",SÃO PAULO
Nome Inválido,907.486.135-01 ,42,,"parque alícia cavalcanti, 234
                                                                                           vila piratininga
                                                                                           01007-185 alves / ce                   ",TOCANTINS
Nome Inválido,354.908.721-79 ,55,,"largo de duarte, 24
                                                                                           barro preto
                                                                                           42665-603 das neves / ba               ",GOIÁS
Nome Inválido,297.413.560-99 ,26,1998-02-04,"campo enrico lima, 20
                                                                                           trevo
                                                                                           56440-418 rodrigues do campo / to      ",RIO GRANDE DO SUL
Nome Inválido,790.215.864-01 ,98,1925-10-06,"favela martins, 7
                                                                                           barão homem de melo 2ª seção
                                                                                           94838-720 vieira / es                  ",TOCANTINS
Nome Inválido,796.504.218-58 ,28,1995-07-06,"ladeira barros, 84
                                                                                           xodo-marize
                                                                                           45531-581 santos / ap                  ",MATO GROSSO
Nome Inválido,081.475.329-97 ,38,1985-10-12,"jardim silveira, 35
                                                                                           dona clara
                                                                                           99094-166 moraes do campo / rr         ",RIO GRANDE DO SUL
Nome Inválido,239.647.518-55 ,45,,"viaduto evelyn ribeiro, 56
                                                                                           dom silverio
                                                                                           54406-144 caldeira de minas / mg       ",PIAUÍ
Nome Inválido,485.623.907-47 ,77,,"campo de farias, 77
                                                                                           paulo vi
                                                                                           80754-580 lima paulista / am           ",PIAUÍ
Nome Inválido,370.214.859-05 ,44,,"loteamento alice freitas, 3
                                                                                           santa lúcia
                                                                                           92358-703 teixeira / al                ",SERGIPE
Nome Inválido,019.326.548-60 ,18,2005-09-08,"trecho alícia monteiro, 61
                                                                                           são jorge 3ª seção
                                                                                           48780702 da paz das flores / al        ",SANTA CATARINA
Nome Inválido,324.769.180-40 ,82,1941-07-05,"alameda pinto, 59
                                                                                           cinquentenário
                                                                                           44694-989 barros de freitas / mt       ",ALAGOAS
Nome Inválido,318.962.570-03 ,75,,"condomínio larissa teixeira, 216
                                                                                           olhos d'água
                                                                                           41107119 araújo de alves / ba          ",RORAIMA
Nome Inválido,451.962.387-19 ,76,,"vale de da mata, 75
                                                                                           bela vitoria
                                                                                           70957619 pinto da prata / to           ",MATO GROSSO DO SUL
Nome Inválido,352.689.470-10 ,71,1952-11-09,"trevo beatriz cardoso
                                                                                           prado
                                                                                           69816-364 silveira de da cunha / ap    ",DISTRITO FEDERAL
Nome Inválido,758.604.312-44 ,65,1958-04-08,"feira souza, 65
                                                                                           santa helena
                                                                                           50266088 novaes do norte / al          ",MATO GROSSO DO SUL
Nome Inválido,956.247.831-91 ,51,,"fazenda luiza campos, 62
                                                                                           horto
                                                                                           82245-415 farias / go                  ",SÃO PAULO
Nome Inválido,178.405.623-53 ,73,,"loteamento de gomes, 86
                                                                                           liberdade
                                                                                           11683-949 nogueira / rs                ",AMAZONAS
Nome Inválido,683.710.592-21 ,26,,"condomínio marina costela, 29
                                                                                           morro dos macacos
                                                                                           55993-371 peixoto de goiás / rr        ",SÃO PAULO
Nome Inválido,827.516.430-35 ,99,,"feira letícia nascimento, 5
                                                                                           unidas
                                                                                           19530508 duarte / ma                   ",SERGIPE
Nome Inválido,576.349.820-83 ,44,,"aeroporto de ribeiro, 57
                                                                                           coração de jesus
                                                                                           29650-538 pinto do sul / mt            ",PARANÁ
Nome Inválido,152.378.096-77 ,35,,"feira moura, 2
                                                                                           das industrias i
                                                                                           02663-431 lopes do sul / pb            ",RIO GRANDE DO SUL
Nome Inválido,857.341.602-53 ,76,1947-04-10,"favela peixoto, 76
                                                                                           mangueiras
                                                                                           26284015 dias / pe                     ",SANTA CATARINA
Nome Inválido,032.146.758-26 ,19,2004-02-08,"distrito rezende, 61
                                                                                           jardim américa
                                                                                           93259-309 mendes de azevedo / mt       ",AMAPÁ
Nome Inválido,381.072.456-44 ,59,1964-03-10,"favela caldeira, 98
                                                                                           maria helena
                                                                                           45764587 porto / df                    ",TOCANTINS
Nome Inválido,704.253.981-88 ,27,,"chácara campos, 423
                                                                                           vila são geraldo
                                                                                           16112198 peixoto / mg                  ",RONDÔNIA
Nome Inválido,560.172.389-30 ,98,,"parque alves, 70
                                                                                           flavio de oliveira
                                                                                           53410009 ramos de rezende / rn         ",RONDÔNIA
Nome Inválido,437.291.568-37 ,63,,"sítio luiz gustavo cunha
                                                                                           nova vista
                                                                                           04718173 cardoso de rocha / rj         ",ESPÍRITO SANTO
Nome Inválido,530.469.218-70 ,43,,"viela yago oliveira, 70
                                                                                           serrano
                                                                                           09463-810 farias paulista / rn         ",SÃO PAULO
Nome Inválido,438.759.201-04 ,79,,"alameda joão fernandes, 25
                                                                                           estrela do oriente
                                                                                           46344769 teixeira de fogaça / go       ",RONDÔNIA
Nome Inválido,975.431.028-97 ,21,,"trevo de rezende, 83
                                                                                           coqueiros
                                                                                           11231-598 peixoto / al                 ",PARAÍBA
Nome Inválido,103.764.259-70 ,37,,"área de gonçalves, 31
                                                                                           vila real 2ª seção
                                                                                           21471-324 lopes de da mota / rr        ",AMAZONAS
Nome Inválido,354.672.908-00 ,40,1983-09-08,"aeroporto de gomes, 936
                                                                                           vila santo antônio
                                                                                           04382205 carvalho alegre / mt          ",TOCANTINS
